Code,Category,Group,Activity Name,Arabic Name,Third Party,When,Notes
7990.02,Service and Consultancy,799,Provision of time-share exchange services,تقديم خدمات تبادل أماكن الإقامة المملوكة بنظام تقاسم الوقت,N/A,N/A,
7990.03,Service and Consultancy,799,"Ticket sales activities for theatrical, sports and other amusement and entertainment events",أنشطة بيع التذاكر للأحداث المسرحية والرياضية وغيرها من أنواع التسلية والترفيه,N/A,N/A,
7990.04,Service and Consultancy,799,Provision of visitor assistance services:• Provision of travel information to visitors• Activities of tourist guides,"تقديم خدمات مساعدة الزوار: 
• تقديم معلومات السفر للزوار
• أنشطة المرشدين السياحيين",N/A,N/A,
7990.05,Service and Consultancy,799,Tourism promotion activities,أنشطة ترويج السياحة,Department Of Civil Aviation & Sharjah Airport Authority,PRE,
8110,Service and Consultancy,811,Combined facilities support activities,أنشطة متكاملة لدعم المرافق,N/A,N/A,
8110.01,Service and Consultancy,811,"Provision of a combination of support services within a client’s facility, such as general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry and related services to support operations within facilities. units classified here provide operating staff to carry out these support activities, but are not involved with or responsible for the core business or activities of the client.",تقدم مجموعة من خدمات الدعم في إطار مرافق العميل، مثل التنظيف العام الداخلي والصيانة وتصريف الفضلات والحراسة والبريد الداخلي والاستقبال وخدمات الغسيل وما يتصل بذلك من خدمات لدعم تشغيل المرفق. والوحدات المصنّفة في هذا الفرع تقدم الموظفين الذين يعملون في تقديم أنشطة الدعم هذه، ولكنها لا تعمل في النشاط الأساسي أو الأنشطة الأساسية للعميل وليست مسؤولة عنها.,N/A,N/A,
8110.09,Service and Consultancy,811,General facilities and services engineering consultancy,الإستشارات الهندسية الخاصة بالمرافق العامة,Sharjah Municipality,POST,
8110.1,Service and Consultancy,811,Facilities management services,خدمات المرافق العامة,N/A,N/A,
8110.11,Service and Consultancy,811,Security and safety advisory,استشارات الأمن و السلامة,Sharjah Civil Defence Auhtority,POST,
8110.12,Service and Consultancy,811,Safety and prevention against fire engineering consultancy,الإستشارات الهندسية الخاصة بالسلامة و الوقاية ضد الحرائق,Sharjah Civil Defence Auhtority,POST,
8121,Service and Consultancy,812,General cleaning of buildings,التنظيف العام للمباني,N/A,N/A,
8121.01,Service and Consultancy,812,"General (non-specialized) cleaning of all types of buildings, such as:• Offices• Houses or apartments• Factories• Shops• Institutions","التنظيف العام (غير المتخصص) لجميع أنواع المباني، مثل: 
• المكاتب
• المنازل أو الشقق
• المصانع
• المتاجر
• المؤسسات",N/A,N/A,
8121.02,Service and Consultancy,812,General (non-specialized) cleaning of other business and professional premises and multiunit residential buildings these activities cover mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways.,التنظيف العام (غير المتخصص) لأماكن العمل الأخرى والمباني المهنية والمباني السكنية المتعددة الوحدات,N/A,N/A,
8129,Service and Consultancy,812,Other building and industrial cleaning activities,أنشطة تنظيف المباني والتنظيف الصناعي الأخرى,N/A,N/A,
8129.01,Service and Consultancy,812,"Exterior cleaning of buildings of all types, including offices, factories, shops, institutions and other business and professional premises and multiunit residential buildings",التنظيف من الخارج للمباني من جميع الأنواع، بما في ذلك المكاتب والمصانع والمتاجر والمؤسسات وغيرها من دوائر الأعمال والأماكن المهنية والمباني السكنية المتعددة الوحدات,N/A,N/A,
8129.02,Service and Consultancy,812,"Specialized cleaning activities for buildings such as window cleaning, chimney cleaning and cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts and exhaust units",أنشطة التنظيف المتخصص للمباني ، مثل تنظيف النوافذ والمداخن والمدافئ والمواقد و محارق القمامة والغلايات وأنابيب التهوئة ووحدات العادم,N/A,N/A,
8129.03,Service and Consultancy,812,Swimming pool cleaning and maintenance services,تنظيف أحواض السباحة وخدمات الصيانة لها,N/A,N/A,
8129.04,Service and Consultancy,812,Cleaning of industrial machinery,تنظيف الآلات الصناعية,N/A,N/A,
8129.05,Service and Consultancy,812,Bottle cleaning,تنظيف القوارير,N/A,N/A,
8129.06,Service and Consultancy,812,"Cleaning of trains, buses, planes, etc.",تنظيف القطارات والحافلات والطائرات، إلخ,Department Of Civil Aviation & Sharjah Airport Authority,PRE,
8129.07,Service and Consultancy,812,Cleaning of the inside of road and sea tankers,تنظيف الصهاريج التي تُستعَمل في النقل الجوي والبحري من الداخل,N/A,N/A,
8129.08,Service and Consultancy,812,Disinfecting and exterminating activities,أنشطة التعقيم والتطهير,N/A,N/A,
8129.09,Service and Consultancy,812,Street sweeping and snow and ice removal,كنس الشوارع وإزالة الثلوج والجليد,N/A,N/A,
8129.1,Service and Consultancy,812,"Other building and industrial cleaning activities, n.e.c.",أنشطة تنظيف المباني والتنظيف الصناعي الأخرى غير المصنفة في موضع آخر,N/A,N/A,
8130,Service and Consultancy,813,Landscape care and maintenance service activities,الأنشطة المتعلقة بخدمة وصيانة تجميل المواقع,N/A,N/A,
8130.01,Service and Consultancy,813,"Planting, care and maintenance of:• Parks and gardens for:1. Private and public housing2. Public and semi-public buildings (schools, hospitals, administrative buildings,church buildings etc.)3. Municipal grounds (parks, green areas, cemeteries etc.)4. Highway greenery (roads, train lines and tramlines, waterways, ports)5. Industrial and commercial buildings• Greenery for:1. Buildings (roof gardens, façade greenery, indoor gardens)2. Sports grounds (e.g. football fields, golf courses etc.), play grounds, lawns for sunbathing and other recreational parks3. Stationary and flowing water (basins, alternating wet areas, ponds, swimming pools, ditches, watercourses, plant sewage systems)• Plants for protection against noise, wind, erosion, visibility and dazzling","زراعة ورعاية وصيانة ما يلي: 
• المتنزهات والحدائق، من أجل: 
المساكن الخاصة والعامة. 
المباني العامة وشبه العامة (المدارس والمستشفيات والمباني الإدارية ودور العبادة وما إليها). 
المباني البلدية. (المتنزهات والمناطق الخضراء والمدافن، إلخ). 
تحضير الطرق (الطرق وخطوط السكك الحديدية والترام، والممرات المائية والموانئ). 
المباني الصناعية والتجارية
• تحضير ما يلي: 
المباني (حدائق السطوح، وتحضير الواجهات، والحدائق الداخلية). 
المساحات الرياضية (مثل ملاعب كرة القدم والغولف وما إليها) والملاعب، والساحات الخضراء من آجل التمتع بالشمس، و سائر المنتزهات الترفيهية. 
المياه الساكنة و المتدفقة (الأحواض و المناطق المبتلة بالتبادل، و البرك و أحواض السباحة و الحفر و مجاري المياه و محطات الصرف الصحي) 
• النباتات التي تزرع للحماية من الضوضاء أو الرياح أو التحات أو الرؤية أو انبهار البصر",Sharjah Municipality,POST,
8130.02,Service and Consultancy,813,Maintenance of land in order to keep it in good ecological condition,صيانة الأراضي من أجل الإبقاء عليها في حالة بيئية جيدة,Sharjah Municipality,POST,
8211,Service and Consultancy,821,Corporate services provider,مزود خدمات الشركات,N/A,N/A,
8211.01,Service and Consultancy,821,"Provision of a combination of day-to-day office administrative services, such as reception, financial planning, billing and record keeping, personnel and physical distribution (mail services) and logistics for others on a contract or fee basis.",تقديم مجموعة متكاملة من الخدمات الإدارية اليومية للمكاتب، مثل تقديم خدمات الاستقبال والتخطيط المالي والفواتير ومسك الدفاتر وشؤون الأفراد والتوزيع الفعلي (خدمات البريد) والسوقيات، للغير على أساس عقد أو رسوم مدفوعة,N/A,N/A,
8211.1,Service and Consultancy,821,Businessman services,خدمات رجال الأعمال,N/A,N/A,
8219,Service and Consultancy,821,Business & applications follow up services,خدمات متابعة الأعمال / المعاملات,N/A,N/A,
8219.01,Service and Consultancy,821,Document preparation,تحضير الوثائق,N/A,N/A,
8219.02,Service and Consultancy,821,Document editing or proofreading,تحرير الوثائق وتصحيح النصوص,N/A,N/A,
8219.03,Service and Consultancy,821,"Typing, word processing, or desktop publishing",الطباعة ومعالجة النصوص أو النشر المكتبي,N/A,N/A,
8219.04,Service and Consultancy,821,Secretarial support services,خدمات دعم السكرتارية,N/A,N/A,
8219.05,Service and Consultancy,821,"Transcription of documents, and other secretarial services",اختزال الوثائق وغير ذلك من خدمات السكرتارية,N/A,N/A,
8219.06,Service and Consultancy,821,Letter or resume writing,كتابة الرسائل والخلاصات,N/A,N/A,
8219.07,Service and Consultancy,821,Provision of mailbox rental and other mailing activities (except direct mail advertising),تقديم خدمات تأجير صناديق البريد وغير ذلك من أنشطة البريد (باستثناء الإعلان بطريق البريد المباشر),Emirates Post Sharjah Central Post Office,PRE,
8219.08,Service and Consultancy,821,Photocopying,تصوير المستندات,N/A,N/A,
8219.09,Service and Consultancy,821,Duplicating,النسخ,N/A,N/A,
8219.1,Service and Consultancy,821,Blueprinting,إعداد المسودات,N/A,N/A,
8219.13,Service and Consultancy,821,Documents saving services,خدمات حفظ الوثائق والمستندات,N/A,N/A,
8220,Service and Consultancy,822,Activities of call centres,أنشطة مراكز النداء,N/A,N/A,
8220.01,Service and Consultancy,822,"Activities of inbound call centres, answering calls from clients by using human operators, automatic call distribution, computer telephone integration, interactive voice response systems or similar methods to receive orders, provide product information, deal with customer requests for assistance or address customer complaints",أنشطة مراكز النداء الوارد، والرّد على مكالمات العملاء باستخدام ُمشّغلين أو توزيع المكالمات آليا أو عن طريق تكامل الهاتف والحاسوب أو استعمال نُظم الإجابة الصوتية التفاعلية أو غير ذلك من الطرق المماثلة لتلقي الطلبات وتقديم معلومات عن المنتجات والتعامل مع طلبات المساعدة من العملاء أو شكاوى العملاء,N/A,N/A,
8220.02,Service and Consultancy,822,"Activities of outbound call centers using similar methods to sell or market goods or services to potential customers, undertake market research or public opinion polling and similar activities for clients",مراكز أنشطة النداءات الخارجية التي تستعمل طرقا مماثلة لبيع أو تسويق السلع أو الخدمات للعملاء المحتملين ، والقيام بأبحاث السوق أو استطلاعات الرأي العام وغير ذلك من الأنشطة لصالح العملاء,N/A,N/A,
8230,Service and Consultancy,823,Organization of conventions and trade shows,تنظيم المؤتمرات والمعارض التجارية,N/A,N/A,
8230.01,Service and Consultancy,823,"Organization, promotion and/or management of events, such as business and trade shows, conventions, conferences and meetings, whether or not including the management and provision of the staff to operate the facilities in which these events take place",تنظيم أحداث مثل معارض الأعمال والتجارة والمؤتمرات والاجتماعات، والترويج ا و/أو إدارتها، سواء كان ذلك يشمل إدارة الحدث وتقديم الموظفين لتشغيل المرافق التي تجري فيها تلك الأحداث أو لا.,N/A,N/A,
8230.02,Service and Consultancy,823,Exhibition Organizing,تنظيم المعارض وادارتها,N/A,N/A,
8291,Service and Consultancy,829,Activities of collection agencies and credit bureaus,أنشطة وكالات تحصيل المدفوعات ومكاتب الائتمان,N/A,N/A,
8291.01,Service and Consultancy,829,"Collection of payments for claims and remittance of payments collected to the clients, such as bill or debt collection services",تحصيل مدفوعات المطالبات وتسديد المدفوعات التي تجمعها إلى العملاء، مثل خدمات تحصيل الكمبيالات والديون,N/A,N/A,
8291.02,Service and Consultancy,829,"Compiling of information, such as credit and employment histories on individuals and credit histories on businesses and providing the information to financial institutions, retailers and others who have a need to evaluate the creditworthiness of these persons and businesses",جمع معلومات، مثل التاريخ الوظيفي أو تاريخ الديون عن الأشخاص، وتاريخ الديون للأعمال، وتقديم تلك المعلومات إلى المؤسسات المالية والتجار وغيرهم ممن يحتاجون إلى تقييم الجدارة الائتمانية للأشخاص والأعمال,N/A,N/A,
8291.03,Service and Consultancy,829,"Legal consultants, business consultancy and debts collection services",الاستشاريين القانونيين والاستشارات التجارية وخدمات تحصيل الديون,N/A,N/A,
8292,Service and Consultancy,829,Packaging activities,أنشطة التغليف والتعبئة,N/A,N/A,
8292.01,Service and Consultancy,829,"Packaging activities on a fee or contract basis, whether or not these involve an automated process:• Bottling of liquids, including beverages and food• Packaging of solids (blister packaging, foil-covered etc.)• Security packaging of pharmaceutical preparations• Labeling, stamping and imprinting• Parcel-packing and gift-wrapping","أنشطة التغليف والتعبئة على أساس عقد أو رسوم مدفوعة، سواء كان ذلك ينطوي على عمليات آلية أو لا: 
• تعبئة السوائل في زجاجات، بما في ذلك المشروبات والأطعمة
• تعبئة المواد الصلبة (التغليف باستعمال شرائط البلاستيك أو باستعمال رقائق معدنية، إلخ) 
• التغليف الآمن للمستحضرات الصيدلانية
• وضع العناوين أو المواصفات والأختام
• تغليف الطرود والهدايا",N/A,N/A,
8299,Service and Consultancy,829,Other business support service activities n.e.c.,أنشطة خدمات الدعم الأخرى للأعمال غير المصنّفة في موضع آخر,N/A,N/A,
8299.01,Service and Consultancy,829,"Providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials, such as:• Court reporting or stenotype recording services• Public stenography services","إعداد محاضر حرفية أو تسجيل المحاضر للمحاكمات القضائية ايّة ونسخ المواد المسّجلة لاحقا، ومن أمثلة ذلك: 
• كتابة محاضر الجلسات في المحاكم أو نسخ المحاضر المسّجلة
• خدمات النسخ العمومية",N/A,N/A,
8299.02,Service and Consultancy,829,"Real-time (i.e. simultaneous) closed captioning of live television performances of meetings, conferences",إضافة الترجمة إلى البث المباشر للبرامج التليفزيونية الحيّة للاجتماعات والمؤتمرات (فوريا),N/A,N/A,
8299.03,Service and Consultancy,829,Address bar coding services,خدمات الترميز بالأعمدة للعناوين,N/A,N/A,
8299.04,Service and Consultancy,829,Bar code imprinting services,خدمات طباعة الترميز بالأعمدة,N/A,N/A,
8299.05,Service and Consultancy,829,Fundraising organization services on a contract or fee basis,خدمات منظمات جمع الأموال الخيرية على أساس عقد أو رسوم مدفوعة,N/A,N/A,
8299.06,Service and Consultancy,829,Mail presorting services,خدمات فرز البريد,N/A,N/A,
8299.07,Service and Consultancy,829,Repossession services,خدمات إعادة التملك,N/A,N/A,
8299.08,Service and Consultancy,829,Parking meter coin collection services,خدمات جمع العملات من عّدادات وقوف السيارات,N/A,N/A,
8299.09,Service and Consultancy,829,Activities of independent auctioneers,أنشطة أصحاب المزادات المستقلين,N/A,N/A,
8299.1,Service and Consultancy,829,Administration of loyalty programmes,إدارة برامج الانتماء للمؤسسات التجارية,N/A,N/A,
8299.11,Service and Consultancy,829,Other support activities typically provided to businesses not elsewhere classified,أنشطة الدعم الأخرى التي تُقدم عادة إلى الأعمال، غير المصنفة في موضع آخر,N/A,N/A,
8299.14,Service and Consultancy,829,"Legal consultancy, market research",الاستشارات القانونية ، أبحاث السوق,N/A,N/A,
8299.18,Service and Consultancy,829,Legal consultants,مستشارون قانونيون,N/A,N/A,
8541,Service and Consultancy,854,Sports and recreation education,التعليم في مجال الرياضة والترفيه,N/A,N/A,
8541.01,Service and Consultancy,854,"Sports instruction (baseball, basketball, cricket, football, etc)",تعليم الرياضة البدنية (كرة البيسبول وكرة السلة والكريكيت وكرة القدم، إلخ),N/A,N/A,
8541.02,Service and Consultancy,854,"Camps, sports instruction",تعليم الرياضة المخيّمات,N/A,N/A,
8541.04,Service and Consultancy,854,Gymnastics instruction,تعليم الرياضة البدنية,N/A,N/A,
8541.05,Service and Consultancy,854,"Riding instruction, academies or schools",تعليم ركوب الخيل، الأكاديميات أو المدارس,N/A,N/A,
8541.06,Service and Consultancy,854,Swimming instruction,تعليم السباحة,N/A,N/A,
8541.07,Service and Consultancy,854,"Professional sports instructors, teachers, coaches",مدّربو الرياضة المهنيون، والمعلّمون ورؤساء الفرق,N/A,N/A,
8541.08,Service and Consultancy,854,Martial arts instruction,تعليم الفنون القتالية,N/A,N/A,
8541.09,Service and Consultancy,854,Card game instruction (such as bridge),تعليم ألعاب الورق، (مثل البريدج),N/A,N/A,
8541.1,Service and Consultancy,854,Yoga instruction,تعليم اليوغا,N/A,N/A,
8542,Service and Consultancy,854,Cultural education,التعليم الثقافي,N/A,N/A,
8542.01,Service and Consultancy,854,Piano teachers and other music instruction,معلّمو البيانو وغيرهم من معلّمي الموسيقى,N/A,N/A,
8542.02,Service and Consultancy,854,Art instruction,معلّمو الفنون,N/A,N/A,
8542.03,Service and Consultancy,854,Dance instruction and dance studios,تعليم الرقص وأستوديوهات الرقص,N/A,N/A,
8542.04,Service and Consultancy,854,Drama schools (except academic),مدارس تعليم الفنون المسرحية (ما عدا التعليم الأكاديمي),N/A,N/A,
8542.05,Service and Consultancy,854,Fine arts schools (except academic),مدارس الفنون الجميلة (ما عدا التعليم الأكاديمي),N/A,N/A,
8542.06,Service and Consultancy,854,Performing arts schools (except academic),مدارس الفنون التطبيقية (ما عدا التعليم الأكاديمي),N/A,N/A,
8542.07,Service and Consultancy,854,Photography schools (except commercial),مدارس التصوير (ما عدا التعليم الأكاديمي),N/A,N/A,
8549,Service and Consultancy,854,Other education n.e.c.,أنواع التعليم الأخرى غير المصنّفة في موضع آخر,N/A,N/A,
8549.01,Service and Consultancy,854,Education that is not definable by level,التعليم غير المحّدد بمستويات,N/A,N/A,
8549.02,Service and Consultancy,854,Academic tutoring services,خدمات الدروس الأكاديمية الخاصة,N/A,N/A,
8549.03,Service and Consultancy,854,College board preparation,التحضير لامتحانات الجامعة,N/A,N/A,
8549.04,Service and Consultancy,854,Learning centres offering remedial courses,مراكز التعليم التي تقدم دورات علاجية,N/A,N/A,
8549.05,Service and Consultancy,854,Professional examination review courses,دورات استعراض الامتحانات المهنية,N/A,N/A,
8549.06,Service and Consultancy,854,Language instruction and conversational skills instruction,تعليم اللغات والمهارات اللغوية والكلامية,N/A,N/A,
8549.07,Service and Consultancy,854,Speed reading instruction,تعليم القراءة السريعة,N/A,N/A,
8549.11,Service and Consultancy,854,Lifeguard training,تدريب عمال الإنقاذ,N/A,N/A,
8549.12,Service and Consultancy,854,Survival training,التدريب على إنقاذ الحياة,N/A,N/A,
8549.13,Service and Consultancy,854,Public speaking training,التدريب على الخطابة العامة,N/A,N/A,
8549.14,Service and Consultancy,854,Computer training,التدريب على الحاسوب,N/A,N/A,
8549.3,Service and Consultancy,854,Acting and related arts training,التدريب على التمثيل والفنون ذات الصلة,N/A,N/A,
8549.31,Service and Consultancy,854,"Radio, television and journalism training",التدريب على الإذاعة و التلفزيون والصحافة,N/A,N/A,
8549.35,Service and Consultancy,854,Corporate training,تدريب الشركات,N/A,N/A,
8550,Service and Consultancy,855,Educational support activities,أنشطة دعم التعليم,Ministry of Education-Sharjah,PRE,
8550.01,Service and Consultancy,855,Provision of non-instructional services that support educational processes or systems:• Educational consulting• Educational guidance counseling services• Educational testing evaluation services• Educational testing services• Organization of student exchange programs,"تقديم خدمات غير تعليمية لمساندة العملية التعليمية أو النظام التعليمي: 
• الاستشارات التعليمية
• خدمات التوجيه التعليمي
• خدمات تقييم الاختبارات التعليمية
• خدمات الاختبارات التعليمية
• تنظيم برامج تبادل الطلاب",Ministry of Education-Sharjah,PRE,
8550.11,Service and Consultancy,855,Training consultancy,إستشارات التدريب,N/A,N/A,
8550.12,Service and Consultancy,855,Education consultancy,إستشارات التعليم,Sharjah Private Education Authority,PRE,
8550.13,Service and Consultancy,855,Hospitality and tourism training services,التدريب في مجال الضيافة و السياحة,N/A,N/A,
8690.06,Service and Consultancy,869,Health and lifestyle coaching and consultancy,تدريب واستشارات الصحة ونمط الحياة,N/A,N/A,
8690.11,Service and Consultancy,869,Remote medical consultancy,استشارات طبية عن بعد,N/A,N/A,
8810,Service and Consultancy,881,Social work activities without accommodation for the elderly and disabled,أنشطة العمل الاجتماعي دون إقامة، لكبار السن وذوي الإعاقة,Ministry Of Health,PRE,
8810.02,Service and Consultancy,881,Day-care activities for the elderly or for handicapped adults,انشطة الرعاية النهارية لكبار السن والأشخاص الكبار من ذوي الإعاقة,Ministry Of Health,PRE,
8890,Service and Consultancy,889,Other social work activities without accommodation,أنشطة العمل الاجتماعي الأخرى دون إقامة,Ministry Of Health,PRE,
8890.01,Service and Consultancy,889,Welfare and guidance activities for children and adolescents,انشطة المعونة الاجتماعية والتوجيه للاطفال والمراهقين,Ministry Of Health,PRE,
8890.08,Service and Consultancy,889,"Child day-care activities, including for handicapped children",انشطة رعاية الأطفال، بما في ذلك الأطفال من ذوي الإعاقة,Ministry Of Health,PRE,
9000,Media,900,"Creative, arts and entertainment activities",الأنشطة الإبداعية والفنون وأنشطة الترفيه,N/A,N/A,
9000.01,Media,900,"Production of live theatrical presentations, concerts and opera or dance productionsand other stage productions:• Activities of groups, circuses or companies, orchestras or bands• Activities of individual artists such as authors, actors, directors, musicians, lecturers or speakers, stage-set designers and builders etc.","إنتاج العروض المسرحية الحيّة، والأعمال الموسيقية والأوبرا والرقص وغير ذلك من أعمال الإنتاج المسرحي: 
• أنشطة الفرق الفنية وفرق السيرك وفرق الأوركسترا والفرق الموسيقية الأخرى
• أنشطة الفنّانين بمفردهم مثل الكتّاب والممثلين والمخرجين والموسيقيين والمحاضرين والمتكلمين في المناسبات، ومصممي وُمِعدي المسارح، إلخ",N/A,N/A,
9000.02,Media,900,Operation of concert and theatre halls and other arts facilities,تشغيل قاعات العرض الموسيقي والمسرحي وغيرها من المرافق الفنية,N/A,N/A,
9000.03,Media,900,"Activities of sculptors, painters, cartoonists, engravers, etchers etc.",أنشطة النّحاتين والرّسامين ورّسامي الكرتون وفنّاني الحفر وصانعي الكليشيهات، إلخ,N/A,N/A,
9000.04,Media,900,"Activities of individual writers, for all subjects including fictional writing, technical writing etc.",أنشطة الكتّاب الفردية، في جميع المواضيع بما في ذلك الكتابات الأدبية والفنية، إلخ,N/A,N/A,
9000.05,Media,900,Activities of independent journalists,أنشطة الصحفيين المستقلين,N/A,N/A,
9000.06,Media,900,Restoring of works of art such as paintings etc.,ترميم الأعمال الفنية مثل اللوحات وغيرها,N/A,N/A,
9000.07,Media,900,"Activities of producers or entrepreneurs of arts live events, with or without facilities",أنشطة المخرجين والمنتجين للأعمال الفنية الحيّة، مع وجود مرافق أو من غيرها,N/A,N/A,
9000.11,Media,900,Event organizing,تنظيم الفعاليات,N/A,N/A,
9000.12,Media,900,Art production,الإنتاج الفني,N/A,N/A,
9000.13,Media,900,Performing arts management,إدارة الفنون التعبيرية,N/A,N/A,
9000.14,Media,900,Music training,التدريب الموسيقي,N/A,N/A,
9000.15,Media,900,Art consulting,إستشارات الفن,N/A,N/A,
9000.16,Media,900,Music consultancy,الإستشارات الموسيقية,N/A,N/A,
9000.17,Media,900,Hospitality services,خدمات الضيافة,N/A,N/A,
9000.18,Media,900,E-gaming services & solutions,خدمات و حلول الألعاب الإلكترونية,N/A,N/A,
9000.19,Media,900,Choreography,فن تصميم الرقص,N/A,N/A,
9000.27,Media,900,Design and ; production of prototypes,تصميم وإنتاج النماذج الأولية,N/A,N/A,
9001,Media,900,Music Band,فرقة موسيقية,N/A,N/A,
9002,Media,900,Pop Arts Shows,عروض الفن الجماهيري,N/A,N/A,
9003,Media,900,Laser Shows Presentation,عروض الليزر التقديمية,N/A,N/A,
9004,Media,900,Artwork for cosmetic Craft,الأعمال الفنية للحرف التجميلية,N/A,N/A,
9005,Media,900,Design & Production Of Prototypes,تصميم وإنتاج النماذج الأولية,N/A,N/A,
9006,Media,900,Entertainment Services and Contracting,خدمات الفعاليات والتعاقد,N/A,N/A,
9007,Media,900,Specialized works of art cinema,العمل الخاص بالفن السينمائي,N/A,N/A,
9008,Media,900,Theatres and Cinemas Management,إدارة المسارح و صالات السينما,N/A,N/A,
9009,Media,900,Organizing exhibitions of art works,تنظيم معارض الأعمال الفنية,N/A,N/A,
9010,Media,901,Costume Design,تصميم الأزياء الخاصة بالإستعراضات,N/A,N/A,
9011,Media,901,"Design, Scenery, Motion Graphics and Lighting",تصميم المشاهد والرسومات المتحركة والإضاءة,N/A,N/A,
9040,Media,904,Digital and Interactive Game Development,تطوير الألعاب التفاعلية والرقمية,N/A,N/A,
9041,Media,904,Games Publishing,نشر الألعاب,UAE Media Council,POST,
9042,Media,904,Organizing E-Sports Events,تنظيم فعاليات الرياضات الإلكترونية,N/A,N/A,
9046,Media,904,Organazing Digital Gaming events,تنظيم فعاليات الألعاب الرقمية,N/A,N/A,
9047,Media,904,Organazing Sports & Entertainment Games,تنظيم ألعاب الرياضة والترفيه,N/A,N/A,
9061,Media,906,Acting and Related Arts Training,التدريب على التمثيل والفنون ذات الصلة,N/A,N/A,
9062,Media,906,Film-making Training,التدريب على صناعة الأفلام,N/A,N/A,
9063,Media,906,Performing Art training,التدريب على الفنون الأدائية,N/A,N/A,
9064,Media,906,"Radio, Television and Journalism Training",التدريب على الإذاعة و التلفزيون والصحافة,N/A,N/A,
9065,Media,906,Photography training,التدريب على التصوير,N/A,N/A,
9066,Media,906,Managing & Operating a Casting Agency,إدارة وتشغيل وكالة تحديد الأدوار,N/A,N/A,
9067,Media,906,Managing & Operating a Modelling Agency,إدارة وتشغيل وكالة عرض,N/A,N/A,
9068,Media,906,Talent Management,إدارة المواهب,N/A,N/A,
9311,Service and Consultancy,931,Managing operations of sports facilities,إدارة تشغيل المرافق الرياضية,Sharjah Sports Council,PRE,
9311.01,Service and Consultancy,931,"Managing Operations of facilities for indoor or outdoor sports events (open, closed or covered, with or without spectator seating):• Supervision of Racetracks for auto• Supervision of Football, hockey, cricket, baseball, jai-alai stadiums• Supervision of Swimming pools and stadiums• Supervision of Track and field stadiums• Supervision of Winter sports arenas and stadiums• Supervision of Ice-hockey arenas• Supervision of Boxing arenas• Supervision of Golf courses• Supervision of Bowling lanes• Supervision of Fitness centers","إدارة تشغيل مرافق الأحداث الرياضية الداخلية والخارجية (أيا المفتوحة والمغلقة أو المغّطاة، مع وجود مقاعد للمتفرجين أو من غيرها): 
• الإشراف على تشغيل نوادي كرة القدم والهوكي والكريكيت والبيسبول والجايالاي
• الإشراف على تشغيل حلبات سباق السيارات
• الإشراف على تشغيل أحواض السباحة وقاعات السباحة
• الإشراف على تشغيل الملاعب المعّدة لأنشطة سباقات ا لمضمار والميدان
• الإشراف على تشغيل ساحات الرياضة الشتوية وملاعبها
• الإشراف على تشغيل ساحات الهوكي على الجليد
• الإشراف على تشغيل حلبات الملاكمة
• الإشراف على تشغيل ساحات الغولف
• الإشراف على تشغيل ملاعب البولينغ
• الإشراف على تشغيل مراكز اللياقة البدنية",Sharjah Sports Council,PRE,
9311.02,Service and Consultancy,931,Managing organization and operation of outdoor or indoor sports events for professionals or amateurs by organizations with own facilities this class includes managing and providing the staff to operate these facilities.,الإشراف على تشغيل وتنظيم الأحداث الرياضية الخارجية والداخلية للمحترفين أو الهواة من قِبَل منظمات توجد لديها مرافقها الخاصة,Sharjah Sports Council,PRE,
9312,Service and Consultancy,931,Activities of sports clubs,أنشطة إدارة النوادي الرياضية,N/A,N/A,
9312.01,Service and Consultancy,931,"Managing operations of sports clubs:• Supervision of Football clubs• Supervision of Bowling clubs• Supervision of Swimming clubs• Supervision of Golf clubs• Supervision of Boxing clubs• Supervision of Body-building clubs• Supervision of Winter sports clubs• Supervision of Chess clubs• Supervision of Track and field clubs• Supervision of Shooting clubs, etc.","إدارة تشغيل النوادي الرياضية: 
• الإشراف على تشغيل نوادي كرة القدم
• الإشراف على تشغيل نوادي البولينغ
• الإشراف على تشغيل نوادي السباحة
• الإشراف على تشغيل نوادي الغولف 
• الإشراف على تشغيل نوادي الملاكمة 
• الإشراف على تشغيل نوادي كمال الأجسام 
• الإشراف على تشغيل نوادي الرياضة الشتوية
• الإشراف على تشغيل نوادي الشطرنج
• الإشراف على تشغيل نوادي سباقات المضمار والميدان
• الإشراف على تشغيل نوادي الصيد، وما إليها",N/A,N/A,
9319,Service and Consultancy,931,Other sports activities,الأنشطة الرياضية الأخرى,N/A,N/A,
9319.01,Service and Consultancy,931,"Activities of producers or promoters of sports events, with or without facilities",أنشطة المخرجين والمنتجين للأحداث الرياضية، مع وجود مرافق أو من غيرها,N/A,N/A,
9319.02,Service and Consultancy,931,"Activities of individual own-account sportsmen and athletes, referees, judges, timekeepers etc.",أنشطة الرياضيين الذين يعملون لحسابهم الخاص، والحكام والمحّكمين ومراقبي الوقت، إلخ.,N/A,N/A,
9319.03,Service and Consultancy,931,Activities of sports leagues and regulating bodies,أنشطة الرابطات الرياضية والأجهزة المنظمة للرياضة,N/A,N/A,
